accession,stimulation_min,mean_curvature,sd_curvature,se_curvature,n_reps,mean_root_length
ABR1,10,12.683333333333332,1.818149242132413,0.7422563199087259,6,29.416666666666668
ABR1,20,26.849999999999998,0.5540758070878012,0.22620050103098027,6,29.03333333333333
ABR1,30,39.233333333333334,5.262192192106506,2.1482809665197693,6,27.033333333333335
ABR2,10,11.216666666666667,1.5535979745953157,0.6342537171966578,6,19.616666666666667
ABR2,20,19.25,0.9375499986667373,0.3827531841800927,6,25.8
ABR2,30,29.683333333333334,3.347486619340945,1.366605689696597,6,24.583333333333332
ABR6,10,9.483333333333333,1.6797817318528818,0.6857680203813661,6,27.05
ABR6,20,16.983333333333334,3.9504008235452095,1.6127443828593686,6,29.483333333333334
ABR6,30,25.75,7.242858551704569,2.9568846218049605,6,29.21666666666667
Adi2,10,8.866666666666667,1.8949054505876193,0.7735919107930516,6,19.400000000000002
Adi2,20,17.666666666666668,3.358372621771842,1.3710498815789953,6,26.46666666666667
Adi2,30,27.116666666666664,6.544132231752859,2.6716307961825696,6,27.849999999999998
Bd1-1,10,10.950000000000001,1.6121414330014594,0.6581539840088084,6,25.650000000000002
Bd1-1,20,23.099999999999998,2.5581243128511177,1.0443498775155131,6,26.150000000000002
Bd1-1,30,31.233333333333334,1.984607433893834,0.810212592129032,6,25.083333333333332
Bd2-3,10,12.933333333333332,1.8554424449889753,0.7574812062208396,6,26.03333333333333
Bd2-3,20,23.55,2.2331591971912803,0.911683424586993,6,24.5
Bd2-3,30,36.166666666666664,6.302592059356742,2.5730224337235086,6,23.683333333333334
Bd21,10,11.683333333333332,1.0571975532825773,0.43159909381019074,6,25.900000000000002
Bd21,20,24.150000000000002,2.3972901368002995,0.9786896000946023,6,22.583333333333332
Bd21,30,34.1,4.576898513185537,1.868510993634593,6,22.183333333333334
Bd21-3,10,10.666666666666666,1.0875047892614849,0.44397197108726466,6,21.883333333333336
Bd21-3,20,20.816666666666666,1.6290078780247403,0.6650396813557655,6,25.28333333333333
Bd21-3,30,31.98333333333333,2.029203456203114,0.8284188419982834,6,25.766666666666666
Bd3-1,10,9.016666666666667,1.1107054815146398,0.45344361403719347,6,26.099999999999998
Bd3-1,20,16.566666666666666,4.445072177891678,1.814693117612758,6,23.183333333333334
Bd3-1,30,27.783333333333335,7.350759597937258,3.000935039468718,6,23.900000000000002
BdTR3C,10,12.533333333333333,0.8687155268939688,0.35465162875387696,6,24.78333333333333
BdTR3C,20,25.316666666666666,2.1876166635557217,0.8930907630868833,6,26.883333333333336
BdTR3C,30,37.03333333333333,6.328243568848047,2.5834946186211507,6,27.28333333333333
Gaz8,10,9.383333333333335,1.966129870244249,0.8026691583571515,6,22.21666666666667
Gaz8,20,19.75,4.474259715304869,1.8266088798645432,6,27.7
Gaz8,30,27.53333333333333,6.163656923180155,2.5163024018940523,6,26.266666666666666
Koz1,10,12.450000000000001,0.9669539802906861,0.3947573094109004,6,24.71666666666667
Koz1,20,25.416666666666668,2.6240553855943403,1.071266125251383,6,25.7
Koz1,30,41.916666666666664,3.1390550595149924,1.2815138617189354,6,27.03333333333333
Koz3,10,7.366666666666667,1.7165857586111644,0.7007932013876215,6,23.3
Koz3,20,20.233333333333334,3.3815183966181017,1.3804991045914436,6,24.333333333333332
Koz3,30,23.616666666666664,5.119147064371826,2.0898830376629007,6,21.833333333333332
Mon3,10,10.383333333333333,2.0798237104780464,0.8490844742688707,6,30.75
Mon3,20,20.266666666666666,3.0930028559098792,1.2627131283250541,6,22.03333333333333
Mon3,30,33.63333333333333,3.2855238040024397,1.3413094762623246,6,24.8
Tek2,10,10.766666666666666,1.1707547423208107,0.47795862210493134,6,25.21666666666667
Tek2,20,24.233333333333334,2.759468547866902,1.1265483172554611,6,24.05
Tek2,30,34.01666666666667,7.178973928540671,2.930803833611372,6,24.3
